University ID,University Name,Location (State),Tier,Type,Department,Entrance Exam Cut-off,Average GPA,Average Salary (INR),Percentage Placed,Faculty Members,Faculty with PhD (%),Student-to-Faculty Ratio
335,University 335,Maharashtra,Tier 2,Government,Electrical Engineering,6644,7.42,481593,70.2,20,23.51,14.58
335,University 335,Uttar Pradesh,Tier 3,Private,Mechanical Engineering,9592,7.28,1023225,82.51,141,78.72,20.9
336,University 336,Delhi,Tier 2,Government,Computer Science,2973,6.57,1074508,95.91,44,41.57,11.89
336,University 336,Tamil Nadu,Tier 2,Private,Electrical Engineering,9910,7.1,1984038,91.88,112,26.66,16.64
336,University 336,Delhi,Tier 3,Private,Mechanical Engineering,8236,6.36,1693749,66.11,100,39.68,19.91
337,University 337,Uttar Pradesh,Tier 1,Private,Computer Science,6828,7.26,1699076,83.63,54,67.87,23.82
337,University 337,Karnataka,Tier 2,Private,Electrical Engineering,6539,7.44,1806095,70.07,187,27.8,14.91
337,University 337,Delhi,Tier 2,Government,Mechanical Engineering,5747,6.08,537778,60.56,186,56.29,17.2
338,University 338,Maharashtra,Tier 3,Private,Computer Science,4705,6.38,1631142,65.35,112,51.24,21.13
338,University 338,Tamil Nadu,Tier 3,Government,Electrical Engineering,3696,8.13,716673,73.42,28,21.51,20.84
338,University 338,Uttar Pradesh,Tier 3,Government,Mechanical Engineering,4708,7.54,1930969,86.89,159,50.62,24.54
339,University 339,Uttar Pradesh,Tier 1,Government,Computer Science,2787,8.95,380738,98.25,73,21.7,22.43
339,University 339,Uttar Pradesh,Tier 1,Private,Electrical Engineering,6759,6.84,1097700,61.61,63,65.86,24.9
339,University 339,Tamil Nadu,Tier 3,Government,Mechanical Engineering,3729,9.45,1622649,61.17,165,76.75,23.95
340,University 340,Tamil Nadu,Tier 3,Government,Computer Science,5570,6.6,906782,79.8,145,40.47,18.15
340,University 340,Delhi,Tier 2,Government,Electrical Engineering,5759,9.16,1577991,78.58,81,30.63,16.43
340,University 340,Delhi,Tier 1,Private,Mechanical Engineering,5796,7.62,505383,66.8,36,47.76,21.78
341,University 341,Tamil Nadu,Tier 1,Government,Computer Science,3511,7.64,1584468,95.19,131,68.67,10.49
341,University 341,Uttar Pradesh,Tier 1,Private,Electrical Engineering,8283,8.98,562399,90.5,147,39.04,14.23
341,University 341,Delhi,Tier 1,Private,Mechanical Engineering,9762,6.55,1129119,93.73,163,34.0,16.8
342,University 342,Delhi,Tier 2,Private,Computer Science,9357,9.39,1064752,84.73,198,29.38,16.56
342,University 342,Maharashtra,Tier 3,Private,Electrical Engineering,2265,7.36,1803785,71.09,171,54.53,16.35
342,University 342,Uttar Pradesh,Tier 1,Government,Mechanical Engineering,6591,8.32,638608,70.32,111,60.25,20.55
343,University 343,Delhi,Tier 1,Private,Computer Science,5274,9.35,745292,63.59,38,64.78,12.63
343,University 343,Tamil Nadu,Tier 2,Private,Electrical Engineering,8063,8.83,1562916,79.96,189,71.0,22.69
343,University 343,Delhi,Tier 2,Government,Mechanical Engineering,7708,6.23,814539,75.2,148,40.64,24.96
344,University 344,Tamil Nadu,Tier 3,Government,Computer Science,5923,9.34,424926,91.02,126,65.64,12.25
344,University 344,Delhi,Tier 2,Private,Electrical Engineering,1607,9.18,911781,65.21,187,27.01,24.79
344,University 344,Maharashtra,Tier 1,Government,Mechanical Engineering,2973,8.06,637927,70.65,51,77.69,13.7
345,University 345,Tamil Nadu,Tier 3,Government,Computer Science,4822,6.25,1354490,68.27,124,52.58,13.9
345,University 345,Karnataka,Tier 2,Government,Electrical Engineering,6037,9.45,978063,64.7,99,36.71,23.45
345,University 345,Maharashtra,Tier 3,Government,Mechanical Engineering,2480,9.19,1057262,85.71,182,70.6,13.06
346,University 346,Delhi,Tier 3,Government,Computer Science,2758,8.66,1670614,85.55,72,46.21,17.8
346,University 346,Tamil Nadu,Tier 2,Government,Electrical Engineering,3347,6.99,1332203,62.1,112,60.63,17.84
346,University 346,Uttar Pradesh,Tier 1,Government,Mechanical Engineering,1540,6.01,1905708,64.42,43,75.93,20.81
347,University 347,Karnataka,Tier 1,Government,Computer Science,8652,6.06,1035609,67.25,135,67.95,23.48
347,University 347,Delhi,Tier 1,Private,Electrical Engineering,9448,9.42,932899,77.06,180,30.21,14.74
347,University 347,Karnataka,Tier 3,Government,Mechanical Engineering,2118,6.98,565161,86.6,142,64.0,10.01
348,University 348,Delhi,Tier 2,Private,Computer Science,4196,9.23,1529362,86.07,90,61.28,14.79
348,University 348,Delhi,Tier 1,Government,Electrical Engineering,7993,6.92,434670,93.85,198,49.35,21.91
348,University 348,Delhi,Tier 2,Government,Mechanical Engineering,7127,8.44,773050,91.25,178,57.31,24.53
349,University 349,Delhi,Tier 3,Government,Computer Science,5650,8.76,1673368,66.09,111,28.18,23.31
349,University 349,Karnataka,Tier 2,Private,Electrical Engineering,7852,6.45,755911,75.92,57,68.95,22.04
349,University 349,Karnataka,Tier 1,Private,Mechanical Engineering,4823,9.2,1227724,74.3,68,44.79,16.08
350,University 350,Karnataka,Tier 3,Private,Computer Science,7718,7.01,969142,93.13,72,45.16,24.48
350,University 350,Maharashtra,Tier 3,Government,Electrical Engineering,4956,9.22,330916,72.58,99,46.64,12.62
350,University 350,Uttar Pradesh,Tier 2,Government,Mechanical Engineering,7900,6.6,1449380,71.76,175,36.2,21.53
351,University 351,Maharashtra,Tier 3,Government,Computer Science,6430,9.06,745544,91.9,34,60.24,22.71
351,University 351,Tamil Nadu,Tier 2,Private,Electrical Engineering,6790,8.29,1881868,81.71,184,23.98,15.5
351,University 351,Maharashtra,Tier 3,Government,Mechanical Engineering,6913,7.74,1878777,94.45,29,72.76,17.32
352,University 352,Tamil Nadu,Tier 1,Private,Computer Science,1329,9.07,999438,73.17,148,54.3,23.54
352,University 352,Karnataka,Tier 2,Government,Electrical Engineering,7644,6.36,1516571,67.2,22,70.91,10.31
352,University 352,Uttar Pradesh,Tier 1,Government,Mechanical Engineering,7041,6.99,1297650,78.69,41,73.68,18.14
353,University 353,Delhi,Tier 2,Government,Computer Science,2417,7.77,1965418,84.17,43,45.5,14.13
353,University 353,Delhi,Tier 1,Government,Electrical Engineering,9289,7.07,1661606,83.54,159,59.07,21.52
353,University 353,Uttar Pradesh,Tier 2,Private,Mechanical Engineering,2816,7.57,557471,95.88,163,77.2,17.28
354,University 354,Tamil Nadu,Tier 2,Government,Computer Science,9378,9.15,658349,82.35,185,30.3,19.81
354,University 354,Uttar Pradesh,Tier 2,Government,Electrical Engineering,2563,6.77,1299598,79.91,85,22.06,12.56
354,University 354,Uttar Pradesh,Tier 3,Private,Mechanical Engineering,6604,9.17,1863916,92.33,158,72.9,15.92
355,University 355,Uttar Pradesh,Tier 3,Private,Computer Science,8701,6.3,1561668,84.25,116,45.68,19.87
355,University 355,Karnataka,Tier 2,Government,Electrical Engineering,2179,7.82,1548720,75.05,95,54.4,23.92
355,University 355,Uttar Pradesh,Tier 2,Private,Mechanical Engineering,1107,7.77,1439391,80.13,126,63.41,22.09
356,University 356,Karnataka,Tier 2,Private,Computer Science,1559,7.49,1888114,93.81,52,21.9,13.88
356,University 356,Maharashtra,Tier 1,Private,Electrical Engineering,1916,8.45,763723,75.54,191,63.47,16.06
356,University 356,Karnataka,Tier 2,Private,Mechanical Engineering,1906,6.62,1025191,92.26,39,43.15,24.73
357,University 357,Karnataka,Tier 2,Government,Computer Science,5615,7.49,1341371,66.41,65,45.91,10.81
357,University 357,Tamil Nadu,Tier 1,Private,Electrical Engineering,3808,6.35,1731041,89.92,97,69.93,15.42
357,University 357,Tamil Nadu,Tier 2,Private,Mechanical Engineering,3456,7.46,1690502,60.78,40,68.36,13.8
358,University 358,Karnataka,Tier 2,Government,Computer Science,7805,6.25,1279532,70.44,156,30.21,13.82
358,University 358,Tamil Nadu,Tier 2,Private,Electrical Engineering,5799,9.32,1990420,73.57,24,33.84,21.59
358,University 358,Karnataka,Tier 3,Private,Mechanical Engineering,2245,9.0,1447417,66.54,48,53.99,17.08
359,University 359,Delhi,Tier 2,Government,Computer Science,5062,6.31,1210175,73.66,35,23.47,12.11
359,University 359,Karnataka,Tier 2,Private,Electrical Engineering,4281,6.44,548924,90.57,191,35.5,17.21
359,University 359,Uttar Pradesh,Tier 2,Private,Mechanical Engineering,8623,8.94,1574869,68.75,188,22.43,11.84
360,University 360,Delhi,Tier 3,Private,Computer Science,1582,8.96,620589,84.81,52,62.56,18.79
360,University 360,Karnataka,Tier 3,Private,Electrical Engineering,5335,7.2,1921980,85.09,89,27.63,11.09
360,University 360,Uttar Pradesh,Tier 3,Private,Mechanical Engineering,7341,8.95,1462111,62.46,46,20.5,21.7
361,University 361,Delhi,Tier 3,Private,Computer Science,6622,7.02,1481597,91.33,188,54.41,22.8
361,University 361,Delhi,Tier 1,Private,Electrical Engineering,2919,6.44,1817060,97.32,37,79.53,19.79
361,University 361,Uttar Pradesh,Tier 1,Government,Mechanical Engineering,6461,7.74,836208,87.59,191,46.45,24.92
362,University 362,Delhi,Tier 3,Government,Computer Science,5840,7.59,1191641,93.42,65,56.94,10.19
362,University 362,Delhi,Tier 3,Private,Electrical Engineering,9194,7.58,896822,85.5,96,33.46,11.48
362,University 362,Tamil Nadu,Tier 2,Government,Mechanical Engineering,9906,6.33,1928462,74.94,160,69.04,24.0
363,University 363,Maharashtra,Tier 1,Government,Computer Science,3063,7.25,1423045,62.44,162,43.96,12.77
363,University 363,Uttar Pradesh,Tier 3,Government,Electrical Engineering,9759,7.73,1602376,62.08,180,24.51,24.15
363,University 363,Maharashtra,Tier 2,Government,Mechanical Engineering,2786,6.07,1489297,84.27,142,72.31,20.31
364,University 364,Karnataka,Tier 1,Private,Computer Science,9473,7.5,1997590,91.08,33,68.3,10.29
364,University 364,Maharashtra,Tier 1,Government,Electrical Engineering,1479,8.11,814060,82.83,108,22.29,19.23
364,University 364,Maharashtra,Tier 2,Government,Mechanical Engineering,9176,6.02,968301,66.57,42,41.41,11.62
365,University 365,Delhi,Tier 3,Private,Computer Science,7021,8.34,601951,65.9,199,25.28,23.4
365,University 365,Maharashtra,Tier 2,Private,Electrical Engineering,5558,9.38,1534744,94.54,41,68.61,13.99
365,University 365,Tamil Nadu,Tier 2,Government,Mechanical Engineering,7227,6.97,851741,92.96,43,65.71,21.6
366,University 366,Delhi,Tier 2,Private,Computer Science,1597,8.98,1625745,73.64,34,51.17,16.76
366,University 366,Uttar Pradesh,Tier 1,Government,Electrical Engineering,3160,8.07,1405391,82.85,126,52.97,20.18
366,University 366,Maharashtra,Tier 2,Private,Mechanical Engineering,4932,7.5,829896,87.75,96,58.63,14.99
367,University 367,Tamil Nadu,Tier 1,Government,Computer Science,1375,8.23,1180650,84.48,31,61.79,15.64
367,University 367,Karnataka,Tier 2,Government,Electrical Engineering,8074,6.88,747154,87.19,151,48.59,14.44
367,University 367,Karnataka,Tier 1,Government,Mechanical Engineering,7764,9.42,361836,82.51,184,22.47,13.76
368,University 368,Maharashtra,Tier 1,Government,Computer Science,4653,7.19,1922512,76.09,78,27.1,21.41
368,University 368,Maharashtra,Tier 1,Government,Electrical Engineering,5364,6.32,1412762,84.67,113,22.33,19.88
368,University 368,Tamil Nadu,Tier 3,Government,Mechanical Engineering,2499,7.7,1120178,80.71,76,50.46,22.12
369,University 369,Delhi,Tier 3,Private,Computer Science,1947,8.49,857813,82.41,80,47.26,20.79
369,University 369,Maharashtra,Tier 2,Government,Electrical Engineering,7539,6.74,1444543,65.53,168,78.56,13.85
369,University 369,Karnataka,Tier 1,Government,Mechanical Engineering,8989,7.39,432957,77.29,45,51.0,22.29
370,University 370,Tamil Nadu,Tier 2,Private,Computer Science,9653,9.49,851566,98.02,165,76.5,20.67
370,University 370,Tamil Nadu,Tier 3,Government,Electrical Engineering,6172,8.84,873374,75.71,35,30.68,22.37
370,University 370,Delhi,Tier 3,Government,Mechanical Engineering,5872,9.0,816304,90.07,184,26.41,19.9
371,University 371,Uttar Pradesh,Tier 3,Government,Computer Science,6374,9.27,640822,89.83,192,39.85,21.32
371,University 371,Uttar Pradesh,Tier 1,Government,Electrical Engineering,1376,7.4,1217947,69.04,40,42.73,10.52
371,University 371,Delhi,Tier 2,Private,Mechanical Engineering,3711,9.06,1141172,94.88,76,25.17,24.05
372,University 372,Karnataka,Tier 2,Private,Computer Science,1581,8.77,707650,64.99,170,28.13,14.37
372,University 372,Maharashtra,Tier 1,Government,Electrical Engineering,6445,6.78,808524,70.62,197,51.67,18.1
372,University 372,Tamil Nadu,Tier 1,Government,Mechanical Engineering,2839,7.97,1484043,99.44,155,53.04,13.76
373,University 373,Delhi,Tier 2,Private,Computer Science,2392,9.08,1900448,95.72,30,44.95,19.02
373,University 373,Karnataka,Tier 1,Government,Electrical Engineering,9621,6.94,1329293,83.47,190,59.66,14.84
373,University 373,Delhi,Tier 3,Private,Mechanical Engineering,6479,7.42,859865,83.84,133,30.22,19.49
374,University 374,Maharashtra,Tier 1,Government,Computer Science,9961,7.9,355152,67.41,181,28.09,17.44
374,University 374,Delhi,Tier 3,Government,Electrical Engineering,8849,6.74,1948856,86.38,56,53.42,11.62
374,University 374,Tamil Nadu,Tier 2,Private,Mechanical Engineering,6819,7.74,911369,94.16,126,40.91,11.98
375,University 375,Karnataka,Tier 3,Private,Computer Science,2924,6.11,878621,63.04,39,31.99,13.48
375,University 375,Tamil Nadu,Tier 1,Private,Electrical Engineering,7658,7.5,1030526,66.69,173,60.57,20.53
375,University 375,Tamil Nadu,Tier 1,Government,Mechanical Engineering,5008,9.34,1347640,93.27,23,20.94,24.01
376,University 376,Karnataka,Tier 1,Private,Computer Science,4723,7.88,1204367,87.14,93,76.74,16.64
376,University 376,Tamil Nadu,Tier 1,Government,Electrical Engineering,9561,8.45,510005,91.68,88,53.29,21.94
376,University 376,Tamil Nadu,Tier 3,Private,Mechanical Engineering,2482,7.15,1361399,78.06,89,70.79,11.91
377,University 377,Uttar Pradesh,Tier 3,Private,Computer Science,9736,7.02,467605,78.06,190,44.16,23.35
377,University 377,Karnataka,Tier 3,Government,Electrical Engineering,9600,7.67,405474,90.3,170,47.25,21.02
377,University 377,Tamil Nadu,Tier 2,Private,Mechanical Engineering,8050,7.19,366202,87.6,133,61.73,20.48
378,University 378,Karnataka,Tier 1,Private,Computer Science,1158,7.71,600141,70.74,33,38.46,10.64
378,University 378,Karnataka,Tier 3,Government,Electrical Engineering,9302,7.06,1617294,92.29,109,34.53,12.54
378,University 378,Maharashtra,Tier 2,Private,Mechanical Engineering,2756,7.77,1924322,73.23,139,68.64,10.67
379,University 379,Tamil Nadu,Tier 1,Government,Computer Science,8487,7.11,1935377,72.39,88,65.5,13.37
379,University 379,Delhi,Tier 1,Private,Electrical Engineering,3019,8.26,449776,60.95,89,73.6,17.7
379,University 379,Delhi,Tier 2,Government,Mechanical Engineering,4081,8.94,834940,84.44,63,48.04,19.4
380,University 380,Uttar Pradesh,Tier 1,Government,Computer Science,1465,8.01,435669,96.09,89,68.09,24.15
380,University 380,Karnataka,Tier 1,Private,Electrical Engineering,9340,8.96,1515047,62.56,115,65.94,17.4
380,University 380,Maharashtra,Tier 3,Government,Mechanical Engineering,5675,6.93,1383685,88.51,20,42.07,18.33
381,University 381,Delhi,Tier 3,Private,Computer Science,6950,7.29,715162,74.23,71,32.58,23.27
381,University 381,Uttar Pradesh,Tier 1,Private,Electrical Engineering,7018,6.64,1666991,90.2,26,30.7,23.57
381,University 381,Maharashtra,Tier 3,Government,Mechanical Engineering,1184,7.29,1815359,66.97,89,38.64,16.91
382,University 382,Karnataka,Tier 1,Government,Computer Science,9792,7.65,715874,62.33,190,56.25,23.2
382,University 382,Maharashtra,Tier 1,Private,Electrical Engineering,1143,7.42,1440170,73.91,146,69.33,14.43
382,University 382,Delhi,Tier 2,Government,Mechanical Engineering,9890,6.57,1769191,89.4,61,51.2,22.45
383,University 383,Delhi,Tier 3,Private,Computer Science,3926,8.83,1105428,91.65,115,46.59,19.49
383,University 383,Uttar Pradesh,Tier 3,Private,Electrical Engineering,3567,7.73,996203,87.81,129,75.36,10.85
383,University 383,Maharashtra,Tier 3,Government,Mechanical Engineering,6768,8.02,1946278,81.39,26,74.75,13.99
384,University 384,Uttar Pradesh,Tier 2,Government,Computer Science,8380,9.32,652868,88.79,110,58.03,14.3
384,University 384,Tamil Nadu,Tier 2,Government,Electrical Engineering,4587,7.71,767119,75.83,22,37.64,18.4
384,University 384,Maharashtra,Tier 3,Private,Mechanical Engineering,3517,6.34,1250128,81.39,72,55.8,11.3
385,University 385,Maharashtra,Tier 1,Government,Computer Science,4049,7.07,674319,62.83,22,66.21,12.12
385,University 385,Delhi,Tier 3,Government,Electrical Engineering,7412,9.32,1719220,99.94,175,53.52,10.89
385,University 385,Delhi,Tier 2,Private,Mechanical Engineering,4046,7.24,437912,71.63,131,37.78,20.88
386,University 386,Karnataka,Tier 2,Private,Computer Science,1815,7.6,602085,64.18,97,24.17,24.58
386,University 386,Delhi,Tier 3,Private,Electrical Engineering,7324,6.53,1146200,77.94,187,36.98,16.57
386,University 386,Karnataka,Tier 1,Private,Mechanical Engineering,8433,7.33,1064948,72.2,52,40.5,20.26
387,University 387,Delhi,Tier 1,Private,Computer Science,6443,7.6,1936336,98.19,134,63.29,14.24
387,University 387,Delhi,Tier 3,Private,Electrical Engineering,4605,8.54,1993487,95.36,126,68.91,24.68
387,University 387,Tamil Nadu,Tier 1,Government,Mechanical Engineering,2361,6.37,716706,71.65,29,20.47,21.29
388,University 388,Maharashtra,Tier 2,Government,Computer Science,6415,8.23,1010419,61.74,88,30.16,22.48
388,University 388,Delhi,Tier 1,Government,Electrical Engineering,6989,7.5,1886293,68.59,101,77.03,24.71
388,University 388,Maharashtra,Tier 1,Private,Mechanical Engineering,9078,6.31,782737,61.58,120,23.7,24.38
389,University 389,Uttar Pradesh,Tier 3,Government,Computer Science,3256,6.77,1557043,78.78,67,36.57,13.26
389,University 389,Karnataka,Tier 2,Government,Electrical Engineering,2451,9.38,1187743,86.87,72,41.8,16.97
389,University 389,Karnataka,Tier 2,Government,Mechanical Engineering,1824,9.32,942006,98.56,199,41.79,22.67
390,University 390,Maharashtra,Tier 3,Government,Computer Science,1328,8.35,719814,62.85,183,40.76,15.22
390,University 390,Karnataka,Tier 2,Private,Electrical Engineering,9379,6.38,819382,76.66,125,69.61,11.47
390,University 390,Maharashtra,Tier 3,Government,Mechanical Engineering,6265,7.08,1409057,69.94,116,26.42,17.57
391,University 391,Delhi,Tier 2,Government,Computer Science,5409,8.91,326119,83.29,31,52.04,15.69
391,University 391,Karnataka,Tier 2,Government,Electrical Engineering,7553,9.12,652935,79.58,34,44.13,11.54
391,University 391,Uttar Pradesh,Tier 1,Government,Mechanical Engineering,9875,7.33,1690229,88.52,194,64.57,10.76
392,University 392,Uttar Pradesh,Tier 2,Government,Computer Science,4535,7.92,480394,65.36,37,45.27,11.03
392,University 392,Tamil Nadu,Tier 2,Private,Electrical Engineering,3837,8.69,878668,80.41,187,33.48,20.9
392,University 392,Delhi,Tier 3,Private,Mechanical Engineering,7804,7.2,1187159,67.49,95,21.15,21.59
393,University 393,Delhi,Tier 2,Private,Computer Science,4132,7.25,1124142,92.55,70,34.63,12.29
393,University 393,Maharashtra,Tier 1,Private,Electrical Engineering,4446,6.37,1444000,94.01,120,61.27,24.08
393,University 393,Maharashtra,Tier 3,Private,Mechanical Engineering,3653,6.25,338575,96.71,150,53.76,22.04
394,University 394,Maharashtra,Tier 3,Private,Computer Science,6095,6.55,479300,87.53,85,59.89,14.29
394,University 394,Tamil Nadu,Tier 1,Government,Electrical Engineering,2740,8.11,1682311,60.87,43,31.59,20.02
394,University 394,Uttar Pradesh,Tier 3,Private,Mechanical Engineering,2217,8.35,1026903,93.32,48,55.39,13.01
395,University 395,Maharashtra,Tier 2,Private,Computer Science,9142,7.82,1110713,74.94,58,58.5,22.26
395,University 395,Delhi,Tier 1,Private,Electrical Engineering,2059,6.92,1118408,84.01,189,22.85,13.29
395,University 395,Karnataka,Tier 2,Government,Mechanical Engineering,5549,8.44,1403180,85.98,40,45.5,12.11
396,University 396,Karnataka,Tier 2,Government,Computer Science,6190,7.67,401982,80.33,100,24.48,23.72
396,University 396,Karnataka,Tier 1,Government,Electrical Engineering,9153,7.62,610495,71.92,150,20.6,14.12
396,University 396,Tamil Nadu,Tier 2,Government,Mechanical Engineering,2420,7.12,684333,77.08,22,74.01,17.84
397,University 397,Tamil Nadu,Tier 3,Government,Computer Science,1494,8.73,991572,80.25,139,68.0,15.19
397,University 397,Karnataka,Tier 1,Private,Electrical Engineering,3057,7.75,1498061,67.52,156,58.86,16.33
397,University 397,Uttar Pradesh,Tier 1,Private,Mechanical Engineering,6125,6.75,1916419,62.94,44,63.11,21.55
398,University 398,Delhi,Tier 2,Private,Computer Science,1772,6.91,1669796,98.65,107,53.28,18.63
398,University 398,Karnataka,Tier 3,Government,Electrical Engineering,1747,7.1,1698500,89.85,37,63.6,17.65
398,University 398,Maharashtra,Tier 3,Government,Mechanical Engineering,5221,8.69,1952261,61.32,191,51.06,22.48
399,University 399,Uttar Pradesh,Tier 2,Private,Computer Science,5606,8.25,1825608,97.31,184,58.85,15.12
399,University 399,Uttar Pradesh,Tier 3,Private,Electrical Engineering,4275,6.87,583453,99.67,35,58.4,24.09
399,University 399,Tamil Nadu,Tier 3,Government,Mechanical Engineering,8720,8.56,1163498,92.82,153,65.33,14.01
400,University 400,Uttar Pradesh,Tier 1,Government,Computer Science,3337,6.61,990807,91.75,178,50.86,13.85
400,University 400,Karnataka,Tier 1,Private,Electrical Engineering,7571,6.14,343923,97.52,111,25.73,19.88
400,University 400,Delhi,Tier 3,Private,Mechanical Engineering,7792,8.67,745919,60.6,64,49.29,20.68
401,University 401,Karnataka,Tier 1,Private,Computer Science,8928,7.15,687554,97.21,97,66.57,24.57
401,University 401,Uttar Pradesh,Tier 2,Government,Electrical Engineering,1195,7.5,839618,89.55,160,79.18,18.0
401,University 401,Karnataka,Tier 2,Private,Mechanical Engineering,2562,7.03,1860740,87.87,172,47.62,15.47
402,University 402,Karnataka,Tier 3,Private,Computer Science,1348,8.63,1564509,79.02,166,78.8,23.23
402,University 402,Uttar Pradesh,Tier 1,Private,Electrical Engineering,8041,7.43,1988678,88.75,24,79.73,11.78
402,University 402,Delhi,Tier 1,Private,Mechanical Engineering,2526,7.25,1078559,92.44,70,67.24,16.13
403,University 403,Uttar Pradesh,Tier 1,Government,Computer Science,7219,8.76,1438036,93.92,147,57.38,10.1
403,University 403,Karnataka,Tier 3,Government,Electrical Engineering,7997,7.85,566891,82.96,66,76.98,23.04
403,University 403,Uttar Pradesh,Tier 3,Government,Mechanical Engineering,8798,6.54,1513944,80.86,25,68.36,20.39
404,University 404,Maharashtra,Tier 1,Private,Computer Science,8716,6.69,958764,71.53,126,37.16,17.75
404,University 404,Tamil Nadu,Tier 2,Private,Electrical Engineering,5053,8.1,567724,79.85,52,64.06,18.62
404,University 404,Uttar Pradesh,Tier 2,Government,Mechanical Engineering,3372,6.76,1437330,86.94,50,68.23,12.76
405,University 405,Delhi,Tier 2,Private,Computer Science,5506,8.52,791599,91.76,96,63.07,20.2
405,University 405,Karnataka,Tier 1,Government,Electrical Engineering,7652,6.08,1806610,76.45,141,75.04,15.87
405,University 405,Uttar Pradesh,Tier 1,Private,Mechanical Engineering,6491,6.59,944691,74.8,42,74.49,11.45
406,University 406,Tamil Nadu,Tier 2,Government,Computer Science,3745,9.28,656459,68.48,34,46.04,14.17
406,University 406,Delhi,Tier 1,Private,Electrical Engineering,8008,8.15,1040537,69.37,35,46.7,24.99
406,University 406,Maharashtra,Tier 3,Private,Mechanical Engineering,6280,6.36,1137329,60.12,49,57.19,11.24
407,University 407,Delhi,Tier 2,Government,Computer Science,2884,6.28,764151,86.45,167,35.21,14.96
407,University 407,Uttar Pradesh,Tier 2,Private,Electrical Engineering,9440,7.79,1804665,81.21,45,35.08,12.49
407,University 407,Karnataka,Tier 3,Private,Mechanical Engineering,5297,8.65,1211656,69.36,101,54.24,17.26
408,University 408,Uttar Pradesh,Tier 2,Private,Computer Science,4700,8.5,1387462,67.1,193,28.15,11.0
408,University 408,Tamil Nadu,Tier 3,Private,Electrical Engineering,3062,6.21,1942148,93.72,117,49.12,22.45
408,University 408,Tamil Nadu,Tier 3,Private,Mechanical Engineering,5789,9.18,1516658,84.33,182,39.49,14.4
409,University 409,Maharashtra,Tier 3,Private,Computer Science,8824,7.65,1926140,96.24,36,71.46,23.46
409,University 409,Uttar Pradesh,Tier 1,Government,Electrical Engineering,1871,8.4,1986051,67.2,33,65.07,24.0
409,University 409,Maharashtra,Tier 2,Government,Mechanical Engineering,8723,6.19,1477144,95.44,151,55.87,17.35
410,University 410,Uttar Pradesh,Tier 3,Government,Computer Science,9759,6.84,1250292,98.64,157,30.62,10.43
410,University 410,Karnataka,Tier 3,Private,Electrical Engineering,6882,6.53,816456,71.16,169,36.21,17.57
410,University 410,Tamil Nadu,Tier 2,Government,Mechanical Engineering,9772,7.02,1208573,94.67,57,75.32,12.11
411,University 411,Tamil Nadu,Tier 2,Private,Computer Science,2886,8.67,1204890,64.66,144,20.06,21.36
411,University 411,Karnataka,Tier 1,Private,Electrical Engineering,8244,7.61,1071812,80.48,183,48.63,16.71
411,University 411,Uttar Pradesh,Tier 3,Government,Mechanical Engineering,4460,6.9,942811,64.86,69,33.8,12.22
412,University 412,Delhi,Tier 2,Private,Computer Science,2043,7.76,349966,92.74,192,68.44,19.53
412,University 412,Karnataka,Tier 2,Government,Electrical Engineering,3486,7.83,1229441,77.69,150,35.55,23.63
412,University 412,Maharashtra,Tier 3,Private,Mechanical Engineering,5237,7.46,1623909,88.65,37,23.79,11.62
413,University 413,Karnataka,Tier 1,Government,Computer Science,3925,9.38,1353886,83.56,36,38.16,14.03
413,University 413,Uttar Pradesh,Tier 3,Private,Electrical Engineering,4980,7.43,1792669,88.12,105,40.47,18.12
413,University 413,Tamil Nadu,Tier 3,Private,Mechanical Engineering,1557,6.92,746098,71.39,34,49.53,11.41
414,University 414,Maharashtra,Tier 2,Private,Computer Science,9645,9.21,793844,90.17,46,79.42,20.25
414,University 414,Tamil Nadu,Tier 3,Government,Electrical Engineering,5620,6.51,743853,60.62,47,46.09,13.01
414,University 414,Maharashtra,Tier 3,Private,Mechanical Engineering,2507,7.7,1232280,64.77,103,60.72,10.98
415,University 415,Uttar Pradesh,Tier 1,Private,Computer Science,5231,9.24,862347,74.81,39,66.79,21.76
415,University 415,Tamil Nadu,Tier 1,Private,Electrical Engineering,7851,7.68,1096966,69.61,57,49.68,17.35
415,University 415,Karnataka,Tier 1,Private,Mechanical Engineering,9955,7.28,749058,96.06,118,53.21,19.24
416,University 416,Karnataka,Tier 3,Private,Computer Science,8957,9.2,834398,86.98,98,40.67,17.47
416,University 416,Maharashtra,Tier 2,Private,Electrical Engineering,7088,7.8,1293477,76.98,198,23.89,21.44
416,University 416,Uttar Pradesh,Tier 3,Private,Mechanical Engineering,2829,8.55,804434,76.44,127,35.03,23.37
417,University 417,Karnataka,Tier 3,Government,Computer Science,3094,9.06,945214,76.91,32,57.82,14.52
417,University 417,Karnataka,Tier 2,Private,Electrical Engineering,3035,6.79,649738,89.75,104,60.03,13.67
417,University 417,Uttar Pradesh,Tier 3,Government,Mechanical Engineering,2395,8.98,980047,66.39,188,63.37,19.67
418,University 418,Delhi,Tier 1,Private,Computer Science,2942,8.98,1435918,64.75,85,73.45,24.65
418,University 418,Delhi,Tier 2,Government,Electrical Engineering,3788,6.58,1598972,63.65,42,36.98,13.57
418,University 418,Delhi,Tier 1,Private,Mechanical Engineering,4925,8.21,1694689,88.27,197,31.62,13.93
419,University 419,Karnataka,Tier 1,Government,Computer Science,7266,7.58,529164,63.35,165,45.14,10.25
